Unigrams,Adjective1,Adjective2,Adjective3,Class
manufacturers,european,quarterli,corpor,mixed
important,european,quarterli,corpor,mixed
gauge,european,quarterli,corpor,mixed
business,european,quarterli,corpor,mixed
sentiment,european,quarterli,corpor,mixed
falling,european,quarterli,corpor,mixed
minus,european,quarterli,corpor,mixed
seven,european,quarterli,corpor,mixed
august,european,quarterli,corpor,mixed
from,european,quarterli,corpor,mixed
minus,european,quarterli,corpor,mixed
three,european,quarterli,corpor,mixed
previous,european,quarterli,corpor,mixed
survey,european,quarterli,corpor,mixed
compuserve,second,second,fiscal,mixed
predicted,second,second,fiscal,mixed
second,second,second,fiscal,mixed
quarter,second,second,fiscal,mixed
loss,second,second,fiscal,mixed
said,second,second,fiscal,mixed
earnings,second,second,fiscal,mixed
would,second,second,fiscal,mixed
improve,second,second,fiscal,mixed
second,second,second,fiscal,mixed
half,second,second,fiscal,mixed
fiscal,second,second,fiscal,mixed
year,second,second,fiscal,mixed
prices,smaller,NA,NA,mixed
fell,smaller,NA,NA,mixed
tuesday,smaller,NA,NA,mixed
after,smaller,NA,NA,mixed
government,smaller,NA,NA,mixed
slaughter,smaller,NA,NA,mixed
figures,smaller,NA,NA,mixed
showed,smaller,NA,NA,mixed
supplies,smaller,NA,NA,mixed
were,smaller,NA,NA,mixed
increasing,smaller,NA,NA,mixed
while,smaller,NA,NA,mixed
cocoa,smaller,NA,NA,mixed
futures,smaller,NA,NA,mixed
rose,smaller,NA,NA,mixed
anticipation,smaller,NA,NA,mixed
smaller,smaller,NA,NA,mixed
crops,smaller,NA,NA,mixed
overseas,smaller,NA,NA,mixed
higher,higher,welcom,higher,mixed
minimum,higher,welcom,higher,mixed
wage,higher,welcom,higher,mixed
signed,higher,welcom,higher,mixed
into,higher,welcom,higher,mixed
tuesday,higher,welcom,higher,mixed
will,higher,welcom,higher,mixed
welcome,higher,welcom,higher,mixed
relief,higher,welcom,higher,mixed
millions,higher,welcom,higher,mixed
workers,higher,welcom,higher,mixed
also,higher,welcom,higher,mixed
translate,higher,welcom,higher,mixed
into,higher,welcom,higher,mixed
higher,higher,welcom,higher,mixed
prices,higher,welcom,higher,mixed
hamburgers,higher,welcom,higher,mixed
pizzas,higher,welcom,higher,mixed
other,higher,welcom,higher,mixed
fast,higher,welcom,higher,mixed
food,higher,welcom,higher,mixed
items,higher,welcom,higher,mixed
some,higher,welcom,higher,mixed
restaurant,higher,welcom,higher,mixed
chains,higher,welcom,higher,mixed
said,higher,welcom,higher,mixed
federal,feder,steadi,second,mixed
reserve,feder,steadi,second,mixed
held,feder,steadi,second,mixed
interest,feder,steadi,second,mixed
rates,feder,steadi,second,mixed
steady,feder,steadi,second,mixed
tuesday,feder,steadi,second,mixed
amid,feder,steadi,second,mixed
signs,feder,steadi,second,mixed
economy,feder,steadi,second,mixed
slowing,feder,steadi,second,mixed
from,feder,steadi,second,mixed
burst,feder,steadi,second,mixed
growth,feder,steadi,second,mixed
second,feder,steadi,second,mixed
quarter,feder,steadi,second,mixed
without,feder,steadi,second,mixed
inflation,feder,steadi,second,mixed
heating,feder,steadi,second,mixed
federal,feder,steadi,second,mixed
reserve,feder,steadi,second,mixed
held,feder,steadi,second,mixed
interest,feder,steadi,second,mixed
rates,feder,steadi,second,mixed
steady,feder,steadi,second,mixed
tuesday,feder,steadi,second,mixed
amid,feder,steadi,second,mixed
signs,feder,steadi,second,mixed
economy,feder,steadi,second,mixed
slowing,feder,steadi,second,mixed
from,feder,steadi,second,mixed
burst,feder,steadi,second,mixed
growth,feder,steadi,second,mixed
second,feder,steadi,second,mixed
quarter,feder,steadi,second,mixed
without,feder,steadi,second,mixed
inflation,feder,steadi,second,mixed
heating,feder,steadi,second,mixed
kansas,major,medicaid,big,mixed
arizona,major,medicaid,big,mixed
filed,major,medicaid,big,mixed
lawsuits,major,medicaid,big,mixed
tuesday,major,medicaid,big,mixed
against,major,medicaid,big,mixed
major,major,medicaid,big,mixed
tobacco,major,medicaid,big,mixed
companies,major,medicaid,big,mixed
recover,major,medicaid,big,mixed
medicaid,major,medicaid,big,mixed
costs,major,medicaid,big,mixed
smoking,major,medicaid,big,mixed
related,major,medicaid,big,mixed
illnesses,major,medicaid,big,mixed
joining,major,medicaid,big,mixed
growing,major,medicaid,big,mixed
list,major,medicaid,big,mixed
states,major,medicaid,big,mixed
cities,major,medicaid,big,mixed
taking,major,medicaid,big,mixed
tobacco,major,medicaid,big,mixed
court,major,medicaid,big,mixed
surprise,feder,mani,mix,mixed
that,feder,mani,mix,mixed
federal,feder,mani,mix,mixed
reserve,feder,mani,mix,mixed
felt,feder,mani,mix,mixed
justified,feder,mani,mix,mixed
sitting,feder,mani,mix,mixed
hands,feder,mani,mix,mixed
since,feder,mani,mix,mixed
there,feder,mani,mix,mixed
have,feder,mani,mix,mixed
been,feder,mani,mix,mixed
many,feder,mani,mix,mixed
mixed,feder,mani,mix,mixed
signals,feder,mani,mix,mixed
economy,feder,mani,mix,mixed
said,feder,mani,mix,mixed
bill,feder,mani,mix,mixed
cheney,feder,mani,mix,mixed
chief,feder,mani,mix,mixed
economist,feder,mani,mix,mixed
boston,feder,mani,mix,mixed
based,feder,mani,mix,mixed
john,feder,mani,mix,mixed
hancock,feder,mani,mix,mixed
financial,feder,mani,mix,mixed
services,feder,mani,mix,mixed
britains,britain,lowest,high,mixed
ftse,britain,lowest,high,mixed
stock,britain,lowest,high,mixed
index,britain,lowest,high,mixed
which,britain,lowest,high,mixed
sank,britain,lowest,high,mixed
lowest,britain,lowest,high,mixed
level,britain,lowest,high,mixed
year,britain,lowest,high,mixed
month,britain,lowest,high,mixed
chalked,britain,lowest,high,mixed
record,britain,lowest,high,mixed
closing,britain,lowest,high,mixed
high,britain,lowest,high,mixed
tuesday,britain,lowest,high,mixed
retail,britain,lowest,high,mixed
stocks,britain,lowest,high,mixed
german,rangebound,tuesdai,NA,mixed
shares,rangebound,tuesdai,NA,mixed
were,rangebound,tuesdai,NA,mixed
rangebound,rangebound,tuesdai,NA,mixed
bourse,rangebound,tuesdai,NA,mixed
trade,rangebound,tuesdai,NA,mixed
tuesday,rangebound,tuesdai,NA,mixed
with,rangebound,tuesdai,NA,mixed
highlight,rangebound,tuesdai,NA,mixed
shifting,rangebound,tuesdai,NA,mixed
interest,rangebound,tuesdai,NA,mixed
from,rangebound,tuesdai,NA,mixed
chemical,rangebound,tuesdai,NA,mixed
sector,rangebound,tuesdai,NA,mixed
into,rangebound,tuesdai,NA,mixed
utility,rangebound,tuesdai,NA,mixed
stocks,rangebound,tuesdai,NA,mixed
british,british,mobil,pre,mixed
mobile,british,mobil,pre,mixed
telephone,british,mobil,pre,mixed
group,british,mobil,pre,mixed
orange,british,mobil,pre,mixed
said,british,mobil,pre,mixed
tuesday,british,mobil,pre,mixed
losses,british,mobil,pre,mixed
expanded,british,mobil,pre,mixed
percent,british,mobil,pre,mixed
million,british,mobil,pre,mixed
pounds,british,mobil,pre,mixed
million,british,mobil,pre,mixed
first,british,mobil,pre,mixed
half,british,mobil,pre,mixed
year,british,mobil,pre,mixed
although,british,mobil,pre,mixed
subscriber,british,mobil,pre,mixed
base,british,mobil,pre,mixed
revenues,british,mobil,pre,mixed
both,british,mobil,pre,mixed
grew,british,mobil,pre,mixed
orange,public,steadi,NA,mixed
whose,public,steadi,NA,mixed
shares,public,steadi,NA,mixed
have,public,steadi,NA,mixed
fallen,public,steadi,NA,mixed
well,public,steadi,NA,mixed
below,public,steadi,NA,mixed
level,public,steadi,NA,mixed
which,public,steadi,NA,mixed
they,public,steadi,NA,mixed
were,public,steadi,NA,mixed
offered,public,steadi,NA,mixed
public,public,steadi,NA,mixed
march,public,steadi,NA,mixed
said,public,steadi,NA,mixed
loss,public,steadi,NA,mixed
expected,public,steadi,NA,mixed
pointed,public,steadi,NA,mixed
steady,public,steadi,NA,mixed
gains,public,steadi,NA,mixed
subscribers,public,steadi,NA,mixed
revenue,public,steadi,NA,mixed
proof,public,steadi,NA,mixed
underlying,public,steadi,NA,mixed
health,public,steadi,NA,mixed
business,public,steadi,NA,mixed
nations,nation,second,largest,mixed
second,nation,second,largest,mixed
largest,nation,second,largest,mixed
retailer,nation,second,largest,mixed
subleased,nation,second,largest,mixed
space,nation,second,largest,mixed
auto,nation,second,largest,mixed
centres,nation,second,largest,mixed
penske,nation,second,largest,mixed
which,nation,second,largest,mixed
owned,nation,second,largest,mixed
transporation,nation,second,largest,mixed
magnate,nation,second,largest,mixed
roger,nation,second,largest,mixed
penske,nation,second,largest,mixed
bskyb,earli,recent,NA,mixed
shares,earli,recent,NA,mixed
shed,earli,recent,NA,mixed
seven,earli,recent,NA,mixed
pence,earli,recent,NA,mixed
early,earli,recent,NA,mixed
trading,earli,recent,NA,mixed
having,earli,recent,NA,mixed
climbed,earli,recent,NA,mixed
record,earli,recent,NA,mixed
highs,earli,recent,NA,mixed
recent,earli,recent,NA,mixed
days,earli,recent,NA,mixed
annual,annual,more,rupert,mixed
turnover,annual,more,rupert,mixed
climbed,annual,more,rupert,mixed
more,annual,more,rupert,mixed
than,annual,more,rupert,mixed
billion,annual,more,rupert,mixed
pounds,annual,more,rupert,mixed
number,annual,more,rupert,mixed
subscribers,annual,more,rupert,mixed
britain,annual,more,rupert,mixed
ireland,annual,more,rupert,mixed
rose,annual,more,rupert,mixed
million,annual,more,rupert,mixed
bskyb,annual,more,rupert,mixed
which,annual,more,rupert,mixed
rupert,annual,more,rupert,mixed
murdochs,annual,more,rupert,mixed
news,annual,more,rupert,mixed
corp,annual,more,rupert,mixed
percent,annual,more,rupert,mixed
stake,annual,more,rupert,mixed
gainers,u,feder,open,mixed
outweighed,u,feder,open,mixed
decliners,u,feder,open,mixed
margin,u,feder,open,mixed
volume,u,feder,open,mixed
subdued,u,feder,open,mixed
million,u,feder,open,mixed
shares,u,feder,open,mixed
eyes,u,feder,open,mixed
remained,u,feder,open,mixed
fixed,u,feder,open,mixed
outcome,u,feder,open,mixed
interest,u,feder,open,mixed
rate,u,feder,open,mixed
setting,u,feder,open,mixed
federal,u,feder,open,mixed
open,u,feder,open,mixed
markets,u,feder,open,mixed
committee,u,feder,open,mixed
which,u,feder,open,mixed
meeting,u,feder,open,mixed
london,u,feder,open,mixed
market,u,feder,open,mixed
closed,u,feder,open,mixed
overall,overal,steadi,NA,mixed
shares,overal,steadi,NA,mixed
gained,overal,steadi,NA,mixed
ground,overal,steadi,NA,mixed
while,overal,steadi,NA,mixed
fell,overal,steadi,NA,mixed
held,overal,steadi,NA,mixed
steady,overal,steadi,NA,mixed
polish,NA,NA,NA,mixed
unit,NA,NA,NA,mixed
fiat,NA,NA,NA,mixed
market,NA,NA,NA,mixed
with,NA,NA,NA,mixed
units,NA,NA,NA,mixed
sold,NA,NA,NA,mixed
market,NA,NA,NA,mixed
share,NA,NA,NA,mixed
shrank,NA,NA,NA,mixed
percent,NA,NA,NA,mixed
this,NA,NA,NA,mixed
year,NA,NA,NA,mixed
from,NA,NA,NA,mixed
percent,NA,NA,NA,mixed
polish,fourth,higher,tuesdai,mixed
shares,fourth,higher,tuesdai,mixed
rose,fourth,higher,tuesdai,mixed
fourth,fourth,higher,tuesdai,mixed
running,fourth,higher,tuesdai,mixed
higher,fourth,higher,tuesdai,mixed
turnover,fourth,higher,tuesdai,mixed
tuesday,fourth,higher,tuesdai,mixed
analysts,fourth,higher,tuesdai,mixed
were,fourth,higher,tuesdai,mixed
uncertain,fourth,higher,tuesdai,mixed
whether,fourth,higher,tuesdai,mixed
slightly,fourth,higher,tuesdai,mixed
better,fourth,higher,tuesdai,mixed
july,fourth,higher,tuesdai,mixed
company,fourth,higher,tuesdai,mixed
earnings,fourth,higher,tuesdai,mixed
would,fourth,higher,tuesdai,mixed
help,fourth,higher,tuesdai,mixed
sustain,fourth,higher,tuesdai,mixed
rally,fourth,higher,tuesdai,mixed
they,stronger,higher,new,mixed
said,stronger,higher,new,mixed
days,stronger,higher,new,mixed
session,stronger,higher,new,mixed
offered,stronger,higher,new,mixed
mixed,stronger,higher,new,mixed
signals,stronger,higher,new,mixed
stronger,stronger,higher,new,mixed
selling,stronger,higher,new,mixed
after,stronger,higher,new,mixed
price,stronger,higher,new,mixed
fixing,stronger,higher,new,mixed
indicated,stronger,higher,new,mixed
fall,stronger,higher,new,mixed
higher,stronger,higher,new,mixed
turnover,stronger,higher,new,mixed
showed,stronger,higher,new,mixed
investors,stronger,higher,new,mixed
joined,stronger,higher,new,mixed
fray,stronger,higher,new,mixed
fall,like,possibl,high,mixed
seems,like,possibl,high,mixed
more,like,possibl,high,mixed
likely,like,possibl,high,mixed
tomorrow,like,possibl,high,mixed
rise,like,possibl,high,mixed
also,like,possibl,high,mixed
possible,like,possibl,high,mixed
because,like,possibl,high,mixed
high,like,possibl,high,mixed
turnover,like,possibl,high,mixed
after,like,possibl,high,mixed
price,like,possibl,high,mixed
fixing,like,possibl,high,mixed
showed,like,possibl,high,mixed
there,like,possibl,high,mixed
players,like,possibl,high,mixed
said,like,possibl,high,mixed
pawel,like,possibl,high,mixed
tarnowski,like,possibl,high,mixed
analyst,like,possibl,high,mixed
raiffeisen,like,possibl,high,mixed
capital,like,possibl,high,mixed
investment,like,possibl,high,mixed
australias,australia,new,conserv,mixed
conservative,australia,new,conserv,mixed
government,australia,new,conserv,mixed
released,australia,new,conserv,mixed
first,australia,new,conserv,mixed
budget,australia,new,conserv,mixed
tuesday,australia,new,conserv,mixed
slashing,australia,new,conserv,mixed
spending,australia,new,conserv,mixed
attack,australia,new,conserv,mixed
chronic,australia,new,conserv,mixed
deficit,australia,new,conserv,mixed
honouring,australia,new,conserv,mixed
election,australia,new,conserv,mixed
promises,australia,new,conserv,mixed
support,australia,new,conserv,mixed
families,australia,new,conserv,mixed
small,australia,new,conserv,mixed
business,australia,new,conserv,mixed
asia,NA,NA,NA,mixed
markets,NA,NA,NA,mixed
predominantly,NA,NA,NA,mixed
moves,NA,NA,NA,mixed
muted,NA,NA,NA,mixed
asian,asian,higher,tuesdai,mixed
stock,asian,higher,tuesdai,mixed
markets,asian,higher,tuesdai,mixed
were,asian,higher,tuesdai,mixed
predominantly,asian,higher,tuesdai,mixed
higher,asian,higher,tuesdai,mixed
tuesday,asian,higher,tuesdai,mixed
moves,asian,higher,tuesdai,mixed
were,asian,higher,tuesdai,mixed
muted,asian,higher,tuesdai,mixed
turnover,asian,higher,tuesdai,mixed
poor,asian,higher,tuesdai,mixed
investors,asian,higher,tuesdai,mixed
awaited,asian,higher,tuesdai,mixed
fresh,asian,higher,tuesdai,mixed
factors,asian,higher,tuesdai,mixed
south,NA,NA,NA,mixed
korea,NA,NA,NA,mixed
encouraging,NA,NA,NA,mixed
depreciation,NA,NA,NA,mixed
currency,NA,NA,NA,mixed
boost,NA,NA,NA,mixed
flagging,NA,NA,NA,mixed
exports,NA,NA,NA,mixed
move,NA,NA,NA,mixed
could,NA,NA,NA,mixed
backfire,NA,NA,NA,mixed
spark,NA,NA,NA,mixed
inflation,NA,NA,NA,mixed
analysts,NA,NA,NA,mixed
said,NA,NA,NA,mixed
tuesday,NA,NA,NA,mixed
economic,econom,nation,slow,mixed
data,econom,nation,slow,mixed
japan,econom,nation,slow,mixed
improved,econom,nation,slow,mixed
slightly,econom,nation,slow,mixed
june,econom,nation,slow,mixed
economists,econom,nation,slow,mixed
said,econom,nation,slow,mixed
nations,econom,nation,slow,mixed
recovery,econom,nation,slow,mixed
does,econom,nation,slow,mixed
look,econom,nation,slow,mixed
like,econom,nation,slow,mixed
will,econom,nation,slow,mixed
moving,econom,nation,slow,mixed
slow,econom,nation,slow,mixed
lane,econom,nation,slow,mixed
anytime,econom,nation,slow,mixed
soon,econom,nation,slow,mixed
shares,flat,NA,NA,mixed
traded,flat,NA,NA,mixed
with,flat,NA,NA,mixed
flat,flat,NA,NA,mixed
down,flat,NA,NA,mixed
good,good,NA,NA,mixed
news,good,NA,NA,mixed
what,good,NA,NA,mixed
extent,good,NA,NA,mixed
enter,good,NA,NA,mixed
market,good,NA,NA,mixed
another,good,NA,NA,mixed
matter,good,NA,NA,mixed
thai,tuesdai,impend,asian,mixed
exporters,tuesdai,impend,asian,mixed
tuesday,tuesdai,impend,asian,mixed
welcomed,tuesdai,impend,asian,mixed
mexicos,tuesdai,impend,asian,mixed
reported,tuesdai,impend,asian,mixed
impending,tuesdai,impend,asian,mixed
decision,tuesdai,impend,asian,mixed
lift,tuesdai,impend,asian,mixed
asian,tuesdai,impend,asian,mixed
rice,tuesdai,impend,asian,mixed
said,tuesdai,impend,asian,mixed
high,tuesdai,impend,asian,mixed
thai,tuesdai,impend,asian,mixed
prices,tuesdai,impend,asian,mixed
would,tuesdai,impend,asian,mixed
delay,tuesdai,impend,asian,mixed
their,tuesdai,impend,asian,mixed
quick,tuesdai,impend,asian,mixed
return,tuesdai,impend,asian,mixed
mexican,tuesdai,impend,asian,mixed
market,tuesdai,impend,asian,mixed
power,hungri,natur,first,mixed
hungry,hungri,natur,first,mixed
turkey,hungri,natur,first,mixed
facing,hungri,natur,first,mixed
energy,hungri,natur,first,mixed
shortages,hungri,natur,first,mixed
later,hungri,natur,first,mixed
this,hungri,natur,first,mixed
year,hungri,natur,first,mixed
pinned,hungri,natur,first,mixed
hopes,hungri,natur,first,mixed
natural,hungri,natur,first,mixed
from,hungri,natur,first,mixed
iran,hungri,natur,first,mixed
development,hungri,natur,first,mixed
first,hungri,natur,first,mixed
nuclear,hungri,natur,first,mixed
power,hungri,natur,first,mixed
plant,hungri,natur,first,mixed
meet,hungri,natur,first,mixed
long,hungri,natur,first,mixed
term,hungri,natur,first,mixed
energy,hungri,natur,first,mixed
needs,hungri,natur,first,mixed
company,second,fiscal,due,mixed
said,second,fiscal,due,mixed
expected,second,fiscal,due,mixed
losses,second,fiscal,due,mixed
continue,second,fiscal,due,mixed
into,second,fiscal,due,mixed
second,second,fiscal,due,mixed
fiscal,second,fiscal,due,mixed
quarter,second,fiscal,due,mixed
costs,second,fiscal,due,mixed
product,second,fiscal,due,mixed
introduction,second,fiscal,due,mixed
predicted,second,fiscal,due,mixed
improved,second,fiscal,due,mixed
earnings,second,fiscal,due,mixed
second,second,fiscal,due,mixed
half,second,fiscal,due,mixed
fiscal,second,fiscal,due,mixed
suit,close,th,medicaid,mixed
moving,close,th,medicaid,mixed
toward,close,th,medicaid,mixed
close,close,th,medicaid,mixed
kansas,close,th,medicaid,mixed
become,close,th,medicaid,mixed
state,close,th,medicaid,mixed
tobacco,close,th,medicaid,mixed
industry,close,th,medicaid,mixed
recover,close,th,medicaid,mixed
medicaid,close,th,medicaid,mixed
costs,close,th,medicaid,mixed
smokers,close,th,medicaid,mixed
spokeswoman,close,th,medicaid,mixed
state,close,th,medicaid,mixed
attorney,close,th,medicaid,mixed
general,close,th,medicaid,mixed
said,close,th,medicaid,mixed
monday,close,th,medicaid,mixed
early,earli,good,total,mixed
indications,earli,good,total,mixed
point,earli,good,total,mixed
good,earli,good,total,mixed
quality,earli,good,total,mixed
sunflowerseed,earli,good,total,mixed
crop,earli,good,total,mixed
although,earli,good,total,mixed
total,earli,good,total,mixed
production,earli,good,total,mixed
average,earli,good,total,mixed
levels,earli,good,total,mixed
because,earli,good,total,mixed
fewer,earli,good,total,mixed
acres,earli,good,total,mixed
were,earli,good,total,mixed
planted,earli,good,total,mixed
this,earli,good,total,mixed
spring,earli,good,total,mixed
analysts,earli,good,total,mixed
said,earli,good,total,mixed
redmans,redman,unchang,new,mixed
stock,redman,unchang,new,mixed
unchanged,redman,unchang,new,mixed
nasdaq,redman,unchang,new,mixed
while,redman,unchang,new,mixed
champion,redman,unchang,new,mixed
edged,redman,unchang,new,mixed
down,redman,unchang,new,mixed
cents,redman,unchang,new,mixed
york,redman,unchang,new,mixed
stock,redman,unchang,new,mixed
exchange,redman,unchang,new,mixed
morning,redman,unchang,new,mixed
industrials,unchang,nasdaq,amp,mixed
unchanged,unchang,nasdaq,amp,mixed
while,unchang,nasdaq,amp,mixed
nasdaq,unchang,nasdaq,amp,mixed
index,unchang,nasdaq,amp,mixed
rose,unchang,nasdaq,amp,mixed
index,unchang,nasdaq,amp,mixed
fractionally,unchang,nasdaq,amp,mixed
june,slight,NA,NA,mixed
exports,slight,NA,NA,mixed
eased,slight,NA,NA,mixed
slight,slight,NA,NA,mixed
percent,slight,NA,NA,mixed
billion,slight,NA,NA,mixed
while,slight,NA,NA,mixed
imports,slight,NA,NA,mixed
dropped,slight,NA,NA,mixed
percent,slight,NA,NA,mixed
billion,slight,NA,NA,mixed
while,command,latest,NA,mixed
netscape,command,latest,NA,mixed
commanding,command,latest,NA,mixed
lead,command,latest,NA,mixed
growing,command,latest,NA,mixed
browser,command,latest,NA,mixed
market,command,latest,NA,mixed
with,command,latest,NA,mixed
share,command,latest,NA,mixed
estimated,command,latest,NA,mixed
over,command,latest,NA,mixed
percent,command,latest,NA,mixed
industry,command,latest,NA,mixed
analysts,command,latest,NA,mixed
microsofts,command,latest,NA,mixed
latest,command,latest,NA,mixed
software,command,latest,NA,mixed
poses,command,latest,NA,mixed
threat,command,latest,NA,mixed
that,command,latest,NA,mixed
dominance,command,latest,NA,mixed
some,profession,corpor,tradit,mixed
professional,profession,corpor,tradit,mixed
health,profession,corpor,tradit,mixed
care,profession,corpor,tradit,mixed
associations,profession,corpor,tradit,mixed
have,profession,corpor,tradit,mixed
long,profession,corpor,tradit,mixed
provided,profession,corpor,tradit,mixed
seals,profession,corpor,tradit,mixed
approval,profession,corpor,tradit,mixed
product,profession,corpor,tradit,mixed
commendations,profession,corpor,tradit,mixed
pressure,profession,corpor,tradit,mixed
corporate,profession,corpor,tradit,mixed
mounted,profession,corpor,tradit,mixed
traditional,profession,corpor,tradit,mixed
sources,profession,corpor,tradit,mixed
money,profession,corpor,tradit,mixed
have,profession,corpor,tradit,mixed
diminished,profession,corpor,tradit,mixed
firms,better,juli,weak,mixed
listed,better,juli,weak,mixed
warsaw,better,juli,weak,mixed
stock,better,juli,weak,mixed
exchange,better,juli,weak,mixed
recorded,better,juli,weak,mixed
slightly,better,juli,weak,mixed
better,better,juli,weak,mixed
july,better,juli,weak,mixed
earnings,better,juli,weak,mixed
after,better,juli,weak,mixed
weak,better,juli,weak,mixed
first,better,juli,weak,mixed
half,better,juli,weak,mixed
analysts,better,juli,weak,mixed
said,better,juli,weak,mixed
early,better,juli,weak,mixed
tell,better,juli,weak,mixed
there,better,juli,weak,mixed
would,better,juli,weak,mixed
earnings,better,juli,weak,mixed
rebound,better,juli,weak,mixed
this,better,juli,weak,mixed
year,better,juli,weak,mixed
they,unspectacular,downward,main,mixed
said,unspectacular,downward,main,mixed
unspectacular,unspectacular,downward,main,mixed
june,unspectacular,downward,main,mixed
earnings,unspectacular,downward,main,mixed
hastened,unspectacular,downward,main,mixed
downward,unspectacular,downward,main,mixed
correction,unspectacular,downward,main,mixed
that,unspectacular,downward,main,mixed
followed,unspectacular,downward,main,mixed
main,unspectacular,downward,main,mixed
markets,unspectacular,downward,main,mixed
percent,unspectacular,downward,main,mixed
rise,unspectacular,downward,main,mixed
this,unspectacular,downward,main,mixed
year,unspectacular,downward,main,mixed
month,unspectacular,downward,main,mixed
high,unspectacular,downward,main,mixed
points,unspectacular,downward,main,mixed
july,unspectacular,downward,main,mixed
scandinavian,scandinavian,first,same,mixed
monthly,monthli,NA,NA,mixed-uncertain
trade,monthli,NA,NA,mixed-uncertain
report,monthli,NA,NA,mixed-uncertain
commerce,monthli,NA,NA,mixed-uncertain
pegged,monthli,NA,NA,mixed-uncertain
farm,monthli,NA,NA,mixed-uncertain
exports,monthli,NA,NA,mixed-uncertain
billion,monthli,NA,NA,mixed-uncertain
june,monthli,NA,NA,mixed-uncertain
ericsson,mln,NA,NA,positive
wins,mln,NA,NA,positive
hong,mln,NA,NA,positive
kong,mln,NA,NA,positive
order,mln,NA,NA,positive
swedish,swedish,hong,NA,positive
telecoms,swedish,hong,NA,positive
group,swedish,hong,NA,positive
ericsson,swedish,hong,NA,positive
friday,swedish,hong,NA,positive
said,swedish,hong,NA,positive
million,swedish,hong,NA,positive
crown,swedish,hong,NA,positive
order,swedish,hong,NA,positive
from,swedish,hong,NA,positive
peoples,swedish,hong,NA,positive
telephone,swedish,hong,NA,positive
company,swedish,hong,NA,positive
hong,swedish,hong,NA,positive
kong,swedish,hong,NA,positive
system,swedish,hong,NA,positive
july,durabl,NA,NA,positive
durable,durabl,NA,NA,positive
orders,durabl,NA,NA,positive
little,durabl,NA,NA,positive
slowing,durabl,NA,NA,positive
seen,durabl,NA,NA,positive
orders,costli,broad,surpris,positive
costly,costli,broad,surpris,positive
manufactured,costli,broad,surpris,positive
goods,costli,broad,surpris,positive
staged,costli,broad,surpris,positive
broad,costli,broad,surpris,positive
based,costli,broad,surpris,positive
surge,costli,broad,surpris,positive
july,costli,broad,surpris,positive
commerce,costli,broad,surpris,positive
department,costli,broad,surpris,positive
reported,costli,broad,surpris,positive
friday,costli,broad,surpris,positive
surprising,costli,broad,surpris,positive
financial,costli,broad,surpris,positive
markets,costli,broad,surpris,positive
raising,costli,broad,surpris,positive
questions,costli,broad,surpris,positive
whether,costli,broad,surpris,positive
economy,costli,broad,surpris,positive
indeed,costli,broad,surpris,positive
slowing,costli,broad,surpris,positive
analysts,costli,broad,surpris,positive
thought,costli,broad,surpris,positive
orders,costli,durabl,last,positive
costly,costli,durabl,last,positive
durable,costli,durabl,last,positive
goods,costli,durabl,last,positive
ranging,costli,durabl,last,positive
from,costli,durabl,last,positive
communications,costli,durabl,last,positive
equipment,costli,durabl,last,positive
computers,costli,durabl,last,positive
climbed,costli,durabl,last,positive
percent,costli,durabl,last,positive
last,costli,durabl,last,positive
month,costli,durabl,last,positive
seasonally,costli,durabl,last,positive
adjusted,costli,durabl,last,positive
billion,costli,durabl,last,positive
after,costli,durabl,last,positive
revised,costli,durabl,last,positive
percent,costli,durabl,last,positive
fall,costli,durabl,last,positive
june,costli,durabl,last,positive
robust,costli,durabl,last,positive
percent,costli,durabl,last,positive
increase,costli,durabl,last,positive
analysts,second,much,stronger,positive
said,second,much,stronger,positive
manufacturing,second,much,stronger,positive
industries,second,much,stronger,positive
were,second,much,stronger,positive
headed,second,much,stronger,positive
into,second,much,stronger,positive
second,second,much,stronger,positive
half,second,much,stronger,positive
year,second,much,stronger,positive
much,second,much,stronger,positive
stronger,second,much,stronger,positive
note,second,much,stronger,positive
than,second,much,stronger,positive
anticipated,second,much,stronger,positive
freed,second,much,stronger,positive
bulging,second,much,stronger,positive
inventories,second,much,stronger,positive
brisk,second,much,stronger,positive
demand,second,much,stronger,positive
manufacturing,rough,new,NA,positive
sector,rough,new,NA,positive
rough,rough,new,NA,positive
patch,rough,new,NA,positive
seems,rough,new,NA,positive
over,rough,new,NA,positive
said,rough,new,NA,positive
pierre,rough,new,NA,positive
ellis,rough,new,NA,positive
economist,rough,new,NA,positive
with,rough,new,NA,positive
lehman,rough,new,NA,positive
brothers,rough,new,NA,positive
york,rough,new,NA,positive
demand,NA,NA,NA,positive
clearly,NA,NA,NA,positive
there,NA,NA,NA,positive
what,NA,NA,NA,positive
striking,NA,NA,NA,positive
breadth,NA,NA,NA,positive
increase,NA,NA,NA,positive
investors,british,third,strong,positive
drove,british,third,strong,positive
british,british,third,strong,positive
stock,british,third,strong,positive
prices,british,third,strong,positive
third,british,third,strong,positive
record,british,third,strong,positive
close,british,third,strong,positive
this,british,third,strong,positive
week,british,third,strong,positive
friday,british,third,strong,positive
after,british,third,strong,positive
overcoming,british,third,strong,positive
jitters,british,third,strong,positive
from,british,third,strong,positive
unexpectedly,british,third,strong,positive
strong,british,third,strong,positive
sales,british,third,strong,positive
data,british,third,strong,positive
british,british,u,new,positive
shrug,british,u,new,positive
data,british,u,new,positive
