Unigrams,Negation,Contrast,Positive entities,Negative entities,Class
london,false,No,0,2,positive
claw,false,No,0,2,positive
back,false,No,0,2,positive
most,false,No,0,2,positive
loss,false,No,0,2,positive
despit,false,No,0,2,positive
unsteadi,false,No,0,2,positive
start,false,No,0,2,positive
wall,false,No,0,2,positive
street,false,No,0,2,positive
inflat,false,No,0,2,positive
worri,false,No,0,2,positive
recov,false,Yes,0,0,positive
close,false,Yes,0,0,positive
trade,false,Yes,0,0,positive
tuesdai,false,No,0,2,positive
patchi,false,No,0,2,positive
show,false,No,0,2,positive
london,false,No,0,2,positive
follow,false,No,0,2,positive
string,false,No,0,2,positive
record,false,No,0,2,positive
last,false,No,0,2,positive
week,false,No,0,2,positive
culmin,false,No,0,2,positive
fridai,false,No,0,2,positive
trade,false,No,0,2,positive
high,false,No,0,2,positive
fuell,false,No,0,2,positive
wave,false,No,0,2,positive
european,false,No,0,2,positive
interest,false,No,0,2,positive
rate,false,No,0,2,positive
eurobours,false,Yes,0,1,positive
london,false,Yes,0,1,positive
recov,false,Yes,0,1,positive
alexandr,true,No,0,1,positive
lamfalussi,true,No,0,1,positive
presid,true,No,0,1,positive
european,true,No,0,1,positive
monetari,true,No,0,1,positive
institut,true,No,0,1,positive
forerunn,true,No,0,1,positive
europ,true,No,0,1,positive
central,true,No,0,1,positive
bank,true,No,0,1,positive
told,true,No,0,1,positive
busi,true,No,0,1,positive
group,true,No,0,1,positive
reason,true,No,0,1,positive
confid,true,No,0,1,positive
that,true,No,0,1,positive
european,true,No,0,1,positive
econom,true,No,0,1,positive
monetari,true,No,0,1,positive
union,true,No,0,1,positive
will,true,No,0,1,positive
start,true,No,0,1,positive
lamfalussi,false,No,1,0,positive
base,false,No,1,0,positive
optim,false,No,1,0,positive
fact,false,No,1,0,positive
that,false,No,1,0,positive
european,false,No,1,0,positive
nation,false,No,1,0,positive
were,false,No,1,0,positive
show,false,No,1,0,positive
necessari,false,No,1,0,positive
polit,false,No,1,0,positive
will,false,No,1,0,positive
meet,false,No,1,0,positive
prescrib,false,No,1,0,positive
entri,false,No,1,0,positive
criteria,false,No,1,0,positive
have,false,No,1,0,positive
alreadi,false,No,1,0,positive
made,false,No,1,0,positive
consider,false,No,1,0,positive
progress,false,No,1,0,positive
pare,false,No,1,0,positive
back,false,No,1,0,positive
inflat,false,No,1,0,positive
rate,false,No,1,0,positive
there,false,No,1,1,positive
clear,false,No,1,1,positive
determin,false,No,1,1,positive
behalf,false,No,1,1,positive
govern,false,No,1,1,positive
meet,false,No,1,1,positive
criteria,false,No,1,1,positive
lamfalussi,false,No,1,1,positive
said,false,No,1,1,positive
nation,false,No,1,1,positive
have,false,No,1,1,positive
said,false,No,1,1,positive
thei,false,No,1,1,positive
would,false,No,1,1,positive
thei,false,No,1,1,positive
matsushita,false,No,0,0,positive
profit,false,No,0,0,positive
recov,false,No,0,0,positive
strongli,false,No,0,0,positive
april,false,No,0,0,positive
june,false,No,0,0,positive
japanes,false,No,1,0,positive
electron,false,No,1,0,positive
giant,false,No,1,0,positive
matsushita,false,No,1,0,positive
electr,false,No,1,0,positive
industri,false,No,1,0,positive
said,false,No,1,0,positive
tuesdai,false,No,1,0,positive
veri,false,No,1,0,positive
strong,false,No,1,0,positive
recoveri,false,No,1,0,positive
group,false,No,1,0,positive
profit,false,No,1,0,positive
first,false,No,1,0,positive
quarter,false,No,1,0,positive
busi,false,No,1,0,positive
year,false,No,1,0,positive
matsushita,false,No,0,1,positive
post,false,No,0,1,positive
profit,false,No,0,1,positive
billion,false,No,0,1,positive
million,false,No,0,1,positive
group,false,No,0,1,positive
basi,false,No,0,1,positive
three,false,No,0,1,positive
month,false,No,0,1,positive
june,false,No,0,1,positive
rebound,false,No,0,1,positive
from,false,No,0,1,positive
huge,false,No,0,1,positive
loss,false,No,0,1,positive
billion,false,No,0,1,positive
billion,false,No,0,1,positive
year,false,No,0,1,positive
sale,false,No,0,0,positive
april,false,No,0,0,positive
june,false,No,0,0,positive
period,false,No,0,0,positive
were,false,No,0,0,positive
trillion,false,No,0,0,positive
billion,false,No,0,0,positive
from,false,No,0,0,positive
trillion,false,No,0,0,positive
billion,false,No,0,0,positive
year,false,No,0,0,positive
busi,false,No,1,1,positive
first,false,No,1,1,positive
quarter,false,No,1,1,positive
current,false,No,1,1,positive
busi,false,No,1,1,positive
year,false,No,1,1,positive
better,false,No,1,1,positive
than,false,No,1,1,positive
same,false,No,1,1,positive
period,false,No,1,1,positive
year,false,No,1,1,positive
both,false,No,1,1,positive
japan,false,No,1,1,positive
abroad,false,No,1,1,positive
compani,false,No,1,1,positive
said,false,No,1,1,positive
japan,true,Yes,0,1,positive
consum,true,Yes,0,1,positive
spend,true,Yes,0,1,positive
compani,true,Yes,0,1,positive
capit,true,Yes,0,1,positive
invest,true,Yes,0,1,positive
were,true,Yes,0,1,positive
rebound,true,Yes,0,1,positive
gradual,true,Yes,0,1,positive
nation,true,Yes,0,1,positive
economi,true,Yes,0,1,positive
gradual,true,Yes,0,1,positive
recoveri,true,Yes,0,1,positive
trend,true,Yes,0,1,positive
although,true,Yes,0,1,positive
some,true,Yes,0,1,positive
worri,true,Yes,0,1,positive
over,true,Yes,0,1,positive
futur,true,Yes,0,1,positive
economi,true,Yes,0,1,positive
remain,true,Yes,0,1,positive
matsushita,true,Yes,0,1,positive
said,true,Yes,0,1,positive
hijack,false,No,1,0,positive
sudanes,false,No,1,0,positive
airlin,false,No,1,0,positive
peacefulli,false,No,1,0,positive
polic,false,No,1,0,positive
said,false,No,1,0,positive
hijack,false,No,1,0,positive
drama,false,No,1,0,positive
peacefulli,false,No,1,0,positive
hostag,false,No,1,0,positive
taker,false,No,1,0,positive
been,false,No,1,0,positive
arrest,false,No,1,0,positive
earlier,true,No,0,1,positive
lloyd,true,No,0,1,positive
insur,true,No,0,1,positive
market,true,No,0,1,positive
said,true,No,0,1,positive
more,true,No,0,1,positive
than,true,No,0,1,positive
percent,true,No,0,1,positive
worldwid,true,No,0,1,positive
membership,true,No,0,1,positive
accept,true,No,0,1,positive
offer,true,No,0,1,positive
from,true,No,0,1,positive
percent,true,No,0,1,positive
accept,true,No,0,1,positive
level,true,No,0,1,positive
announc,true,No,0,1,positive
saturdai,true,No,0,1,positive
said,true,No,0,0,positive
delight,true,No,0,0,positive
court,true,No,0,0,positive
rule,true,No,0,0,positive
which,true,No,0,0,positive
overturn,true,No,0,0,positive
injunct,true,No,0,0,positive
grant,true,No,0,0,positive
lower,true,No,0,0,positive
court,true,No,0,0,positive
group,true,No,0,0,positive
name,true,No,0,0,positive
investor,true,No,0,0,positive
london,true,No,0,0,positive
market,true,No,0,0,positive
known,true,No,0,0,positive
newli,false,No,2,1,positive
merg,false,No,2,1,positive
worldcom,false,No,2,1,positive
seem,false,No,2,1,positive
well,false,No,2,1,positive
place,false,No,2,1,positive
high,false,No,2,1,positive
profit,false,No,2,1,positive
from,false,No,2,1,positive
most,false,No,2,1,positive
lucr,false,No,2,1,positive
section,false,No,2,1,positive
europ,false,No,2,1,positive
telecommun,false,No,2,1,positive
market,false,No,2,1,positive
corpor,false,No,2,1,positive
sector,false,No,2,1,positive
expert,false,No,2,1,positive
said,false,No,2,1,positive
tuesdai,false,No,2,1,positive
merger,true,No,1,0,positive
realli,true,No,1,0,positive
driven,true,No,1,0,positive
need,true,No,1,0,positive
strengthen,true,No,1,0,positive
themselv,true,No,1,0,positive
their,true,No,1,0,positive
newli,true,No,1,0,positive
open,true,No,1,0,positive
home,true,No,1,0,positive
market,true,No,1,0,positive
said,true,No,1,0,positive
john,true,No,1,0,positive
matthew,true,No,1,0,positive
high,true,No,1,0,positive
technolog,true,No,1,0,positive
research,true,No,1,0,positive
consult,true,No,1,0,positive
ovum,true,No,1,0,positive
preciou,false,No,1,1,positive
metal,false,No,1,1,positive
price,false,No,1,1,positive
turn,false,No,1,1,positive
higher,false,No,1,1,positive
tuesdai,false,No,1,1,positive
when,false,No,1,1,positive
london,false,No,1,1,positive
base,false,No,1,1,positive
dealer,false,No,1,1,positive
return,false,No,1,1,positive
after,false,No,1,1,positive
their,false,No,1,1,positive
late,false,No,1,1,positive
summer,false,No,1,1,positive
holidai,false,No,1,1,positive
weekend,false,No,1,1,positive
gold,false,No,0,0,positive
ounc,false,No,0,0,positive
highest,false,No,0,0,positive
sinc,false,No,0,0,positive
august,false,No,0,0,positive
compar,false,No,0,0,positive
with,false,No,0,0,positive
fridai,false,No,0,0,positive
bours,false,No,0,2,positive
string,false,No,0,2,positive
record,false,No,0,2,positive
last,false,No,0,2,positive
week,false,No,0,2,positive
culmin,false,No,0,2,positive
fridai,false,No,0,2,positive
trade,false,No,0,2,positive
high,false,No,0,2,positive
mani,false,No,0,2,positive
peopl,false,No,0,2,positive
still,false,No,0,2,positive
awai,false,No,0,2,positive
posit,false,No,0,2,positive
might,false,No,0,2,positive
have,false,No,0,2,positive
been,false,No,0,2,positive
unwound,false,No,0,2,positive
over,false,No,0,2,positive
weekend,false,No,0,2,positive
more,false,No,0,0,positive
hostag,false,No,0,0,positive
freed,false,No,0,0,positive
from,false,No,0,0,positive
hijack,false,No,0,0,positive
sudanes,false,No,0,0,positive
plane,false,No,0,0,positive
bailei,false,No,0,0,positive
come,false,No,0,0,positive
from,false,No,0,0,positive
oakvil,false,No,0,0,positive
canada,false,No,0,0,positive
with,false,No,0,0,positive
record,false,No,0,0,positive
smash,false,No,0,0,positive
victori,false,No,0,0,positive
meter,false,No,0,0,positive
race,false,No,0,0,positive
atlanta,false,No,0,0,positive
olymp,false,No,0,0,positive
johnson,false,No,0,0,positive
from,false,No,0,0,positive
dalla,false,No,0,0,positive
meter,false,No,0,0,positive
race,false,No,0,0,positive
record,false,No,0,0,positive
meter,false,No,0,0,positive
competit,false,No,0,0,positive
mcdonald,false,No,0,0,positive
safrican,false,No,0,0,positive
trademark,false,No,0,0,positive
case,false,No,0,0,positive
mcdonald,false,No,1,0,positive
corp,false,No,1,0,positive
mcdonald,false,No,1,0,positive
south,false,No,1,0,positive
africa,false,No,1,0,positive
said,false,No,1,0,positive
appeal,false,No,1,0,positive
court,false,No,1,0,positive
confirm,false,No,1,0,positive
them,false,No,1,0,positive
right,false,No,1,0,positive
owner,false,No,1,0,positive
mcdonald,false,No,1,0,positive
trademark,false,No,1,0,positive
current,false,No,1,0,positive
regist,false,No,1,0,positive
south,false,No,1,0,positive
africa,false,No,1,0,positive
acquisit,false,No,1,0,positive
first,false,No,1,0,positive
mississippi,false,No,1,0,positive
fertilis,false,No,1,0,positive
oper,false,No,1,0,positive
great,false,No,1,0,positive
strateg,false,No,1,0,positive
import,false,No,1,0,positive
mississippi,false,No,1,0,positive
chemic,false,No,1,0,positive
said,false,No,1,0,positive
mississippi,false,No,1,0,positive
chemic,false,No,1,0,positive
chief,false,No,1,0,positive
execut,false,No,1,0,positive
charl,false,No,1,0,positive
dunn,false,No,1,0,positive
netscap,true,No,0,0,positive
agre,true,No,0,0,positive
support,true,No,0,0,positive
appl,true,No,0,0,positive
technolog,true,No,0,0,positive
netscap,false,No,0,0,positive
commun,false,No,0,0,positive
corp,false,No,0,0,positive
gave,false,No,0,0,positive
boost,false,No,0,0,positive
tuesdai,false,No,0,0,positive
appl,false,No,0,0,positive
comput,false,No,0,0,positive
effort,false,No,0,0,positive
make,false,No,0,0,positive
internet,false,No,0,0,positive
element,false,No,0,0,positive
turnaround,false,No,0,0,positive
strategi,false,No,0,0,positive
compani,false,No,1,1,positive
said,false,No,1,1,positive
netscap,false,No,1,1,positive
agre,false,No,1,1,positive
develop,false,No,1,1,positive
version,false,No,1,1,positive
netscap,false,No,1,1,positive
navig,false,No,1,1,positive
internet,false,No,1,1,positive
browser,false,No,1,1,positive
that,false,No,1,1,positive
support,false,No,1,1,positive
appl,false,No,1,1,positive
cyberdog,false,No,1,1,positive
internet,false,No,1,1,positive
search,false,No,1,1,positive
softwar,false,No,1,1,positive
well,false,No,1,1,positive
opendoc,false,No,1,1,positive
softwar,false,No,1,1,positive
back,false,No,1,1,positive
appl,false,No,1,1,positive
manipul,false,No,1,1,positive
document,false,No,1,1,positive
analyst,true,No,0,1,positive
said,true,No,0,1,positive
move,true,No,0,1,positive
underscor,true,No,0,1,positive
appl,true,No,0,1,positive
commit,true,No,0,1,positive
develop,true,No,0,1,positive
internet,true,No,0,1,positive
technolog,true,No,0,1,positive
extend,true,No,0,1,positive
relationship,true,No,0,1,positive
between,true,No,0,1,positive
compani,true,No,0,1,positive
time,true,No,0,1,positive
when,true,No,0,1,positive
thei,true,No,0,1,positive
both,true,No,0,1,positive
face,true,No,0,1,positive
extrem,true,No,0,1,positive
competit,true,No,0,1,positive
pressur,true,No,0,1,positive
stock,false,No,0,0,positive
rise,false,No,0,0,positive
tech,false,No,0,0,positive
share,false,No,0,0,positive
bond,false,No,0,0,positive
ralli,false,No,0,0,positive
stock,true,No,0,0,positive
rose,true,No,0,0,positive
tuesdai,true,No,0,0,positive
technolog,true,No,0,0,positive
share,true,No,0,0,positive
rebound,true,No,0,0,positive
bond,true,No,0,0,positive
market,true,No,0,0,positive
ralli,true,No,0,0,positive
bargain,true,No,0,0,positive
hunt,true,No,0,0,positive
after,true,No,0,0,positive
three,true,No,0,0,positive
session,true,No,0,0,positive
sell,true,No,0,0,positive
chicago,false,No,0,0,positive
mercantil,false,No,0,0,positive
exchang,false,No,0,0,positive
septemb,false,No,0,0,positive
lumber,false,No,0,0,positive
close,false,No,0,0,positive
higher,false,No,0,0,positive
board,false,No,0,0,positive
feet,false,No,0,0,positive
after,false,No,0,0,positive
rise,false,No,0,0,positive
highest,false,No,0,0,positive
futur,false,No,0,0,positive
price,false,No,0,0,positive
sinc,false,No,0,0,positive
march,false,No,0,0,positive
lumber,false,No,0,0,positive
cotton,false,No,0,0,positive
grain,false,No,0,0,positive
close,false,No,0,0,positive
higher,false,No,0,0,positive
price,false,No,0,0,positive
ralli,false,No,0,0,positive
stall,false,No,0,0,positive
after,false,No,0,0,positive
month,false,No,0,0,positive
high,false,No,0,0,positive
first,false,No,1,0,positive
canadian,false,No,1,0,positive
bank,false,No,1,0,positive
post,false,No,1,0,positive
solid,false,No,1,0,positive
profit,false,No,1,0,positive
canada,false,No,1,1,positive
major,false,No,1,1,positive
bank,false,No,1,1,positive
kick,false,No,1,1,positive
rush,false,No,1,1,positive
quarterli,false,No,1,1,positive
bank,false,No,1,1,positive
earn,false,No,1,1,positive
report,false,No,1,1,positive
with,false,No,1,1,positive
better,false,No,1,1,positive
than,false,No,1,1,positive
expect,false,No,1,1,positive
profit,false,No,1,1,positive
tuesdai,false,No,1,1,positive
justifi,false,No,1,1,positive
recent,false,No,1,1,positive
gain,false,No,1,1,positive
their,false,No,1,1,positive
stock,false,No,1,1,positive
price,false,No,1,1,positive
scotiabank,false,No,1,0,positive
fourth,false,No,1,0,positive
biggest,false,No,1,0,positive
report,false,No,1,0,positive
profit,false,No,1,0,positive
million,false,No,1,0,positive
million,false,No,1,0,positive
cent,false,No,1,0,positive
share,false,No,1,0,positive
million,false,No,1,0,positive
cent,false,No,1,0,positive
canadian,false,No,1,0,positive
cent,false,No,1,0,positive
share,false,No,1,0,positive
third,false,No,1,0,positive
fiscal,false,No,1,0,positive
quarter,false,No,1,0,positive
with,true,No,0,2,positive
just,true,No,0,2,positive
until,true,No,0,2,positive
deadlin,true,No,0,2,positive
investor,true,No,0,2,positive
worldwid,true,No,0,2,positive
call,true,No,0,2,positive
name,true,No,0,2,positive
accept,true,No,0,2,positive
reject,true,No,0,2,positive
propos,true,No,0,2,positive
lloyd,true,No,0,2,positive
hope,true,No,0,2,positive
that,true,No,0,2,positive
support,true,No,0,2,positive
shown,true,No,0,2,positive
name,true,No,0,2,positive
will,true,No,0,2,positive
enough,true,No,0,2,positive
declar,true,No,0,2,positive
plan,true,No,0,2,positive
uncondit,true,No,0,2,positive
when,true,No,0,2,positive
rule,true,No,0,2,positive
council,true,No,0,2,positive
meet,true,No,0,2,positive
thursdai,true,No,0,2,positive
encourag,false,No,0,1,positive
steadi,false,No,0,1,positive
flow,false,No,0,1,positive
accept,false,No,0,1,positive
have,false,No,0,1,positive
receiv,false,No,0,1,positive
sinc,false,No,0,1,positive
middai,false,No,0,1,positive
saturdai,false,No,0,1,positive
chemic,false,No,0,1,positive
stock,false,No,0,1,positive
lift,false,No,0,1,positive
german,false,No,0,1,positive
stock,false,No,0,1,positive
higher,false,No,0,1,positive
close,false,No,0,1,positive
german,true,No,0,2,positive
share,true,No,0,2,positive
tuesdai,true,No,0,2,positive
higher,true,No,0,2,positive
after,true,No,0,2,positive
rush,true,No,0,2,positive
foreign,true,No,0,2,positive
investor,true,No,0,2,positive
chemic,true,No,0,2,positive
stock,true,No,0,2,positive
help,true,No,0,2,positive
lift,true,No,0,2,positive
market,true,No,0,2,positive
afternoon,true,No,0,2,positive
trade,true,No,0,2,positive
with,true,No,0,2,positive
volum,true,No,0,2,positive
higher,true,No,0,2,positive
than,true,No,0,2,positive
mondai,true,No,0,2,positive
year,true,No,0,2,positive
chemic,true,No,0,0,positive
share,true,No,0,0,positive
drove,true,No,0,0,positive
afternoon,true,No,0,0,positive
gain,true,No,0,0,positive
with,true,No,0,0,positive
basf,true,No,0,0,positive
trade,true,No,0,0,positive
pfennig,true,No,0,0,positive
mark,true,No,0,0,positive
hoechst,true,No,0,0,positive
mark,true,No,0,0,positive
mark,true,No,0,0,positive
bayer,true,No,0,0,positive
pfennig,true,No,0,0,positive
mark,true,No,0,0,positive
degussa,true,No,0,0,positive
mark,true,No,0,0,positive
mark,true,No,0,0,positive
roch,false,No,0,0,positive
first,false,No,0,0,positive
half,false,No,0,0,positive
profit,false,No,0,0,positive
rise,false,No,0,0,positive
percent,false,No,0,0,positive
roch,false,Yes,2,0,positive
attribut,false,Yes,2,0,positive
rise,false,Yes,2,0,positive
first,false,Yes,2,0,positive
half,false,Yes,2,0,positive
profit,false,Yes,2,0,positive
billion,false,Yes,2,0,positive
franc,false,Yes,2,0,positive
billion,false,Yes,2,0,positive
from,false,Yes,2,0,positive
billion,false,Yes,2,0,positive
billion,false,Yes,2,0,positive
better,false,Yes,2,0,positive
oper,false,Yes,2,0,positive
result,false,Yes,2,0,positive
perform,false,Yes,2,0,positive
financi,false,Yes,2,0,positive
oper,false,Yes,2,0,positive
analyst,false,No,0,0,positive
averag,false,No,0,0,positive
forecast,false,No,0,0,positive
that,false,No,0,0,positive
roch,false,No,0,0,positive
would,false,No,0,0,positive
show,false,No,0,0,positive
percent,false,No,0,0,positive
increas,false,No,0,0,positive
profit,false,No,0,0,positive
first,false,No,0,0,positive
half,false,No,0,0,positive
result,false,Yes,1,1,positive
look,false,Yes,1,1,positive
fine,false,Yes,1,1,positive
would,false,Yes,1,1,positive
have,false,Yes,1,1,positive
like,false,Yes,1,1,positive
littl,false,Yes,1,1,positive
more,false,Yes,1,1,positive
said,false,Yes,1,1,positive
peter,false,Yes,1,1,positive
mcdougal,false,Yes,1,1,positive
deutsch,false,Yes,1,1,positive
morgan,false,Yes,1,1,positive
grenfel,false,Yes,1,1,positive
roch,false,No,0,0,positive
first,false,No,0,0,positive
half,false,No,0,0,positive
oper,false,No,0,0,positive
profit,false,No,0,0,positive
rose,false,No,0,0,positive
percent,false,No,0,0,positive
billion,false,No,0,0,positive
franc,false,No,0,0,positive
billion,false,No,0,0,positive
despit,false,No,0,0,positive
grow,false,No,0,0,positive
pressur,false,No,0,0,positive
price,false,No,0,0,positive
major,false,No,0,0,positive
market,false,No,0,0,positive
ceval,false,No,2,0,positive
great,false,No,2,0,positive
growth,false,No,2,0,positive
potenti,false,No,2,0,positive
will,false,No,2,0,positive
obtain,false,No,2,0,positive
better,false,No,2,0,positive
market,false,No,2,0,positive
posit,false,No,2,0,positive
said,false,No,2,0,positive
report,false,No,2,0,positive
ceval,false,No,1,0,positive
prefer,false,No,1,0,positive
share,false,No,1,0,positive
were,false,No,1,0,positive
trade,false,No,1,0,positive
reai,false,No,1,0,positive
percent,false,No,1,0,positive
paulo,false,No,1,0,positive
bours,false,No,1,0,positive
local,false,No,1,0,positive
food,false,No,0,0,positive
drug,false,No,0,0,positive
retail,false,No,0,0,positive
american,false,No,0,0,positive
store,false,No,0,0,positive
compani,false,No,0,0,positive
said,false,No,0,0,positive
tuesdai,false,No,0,0,positive
profit,false,No,0,0,positive
increas,false,No,0,0,positive
percent,false,No,0,0,positive
million,false,No,0,0,positive
from,false,No,0,0,positive
million,false,No,0,0,positive
second,false,No,0,0,positive
quarter,false,No,0,0,positive
compar,false,No,1,1,positive
store,false,No,1,1,positive
sale,false,No,1,1,positive
increas,false,No,1,1,positive
percent,false,No,1,1,positive
dure,false,No,1,1,positive
quarter,false,No,1,1,positive
total,false,No,1,1,positive
sale,false,No,1,1,positive
were,false,No,1,1,positive
percent,false,No,1,1,positive
billion,false,No,1,1,positive
from,false,No,1,1,positive
billion,false,No,1,1,positive
last,false,No,1,1,positive
year,false,No,1,1,positive
compani,false,No,0,0,positive
stock,false,No,0,0,positive
gain,false,No,0,0,positive
morn,false,No,0,0,positive
trade,false,No,0,0,positive
york,false,No,0,0,positive
stock,false,No,0,0,positive
exchang,false,No,0,0,positive
consolid,false,No,0,1,positive
freightwai,false,No,0,1,positive
stock,false,No,0,1,positive
jump,false,No,0,1,positive
spin,false,No,0,1,positive
consolid,false,No,0,0,positive
york,false,No,0,0,positive
stock,false,No,0,0,positive
exchang,false,No,0,0,positive
stock,false,No,1,0,positive
harding,false,No,1,0,positive
maker,false,No,1,0,positive
machin,false,No,1,0,positive
tool,false,No,1,0,positive
gain,false,No,1,0,positive
tuesdai,false,No,1,0,positive
after,false,No,1,0,positive
said,false,No,1,0,positive
board,false,No,1,0,positive
authoris,false,No,1,0,positive
buyback,false,No,1,0,positive
share,false,No,1,0,positive
about,false,No,1,0,positive
percent,false,No,1,0,positive
share,false,No,1,0,positive
outstand,false,No,1,0,positive
harding,false,No,0,0,positive
stock,false,No,0,0,positive
jump,false,No,0,0,positive
buyback,false,No,0,0,positive
share,false,No,0,0,positive
harding,false,No,0,1,positive
earli,false,No,0,1,positive
trade,false,No,0,1,positive
nasdaq,false,No,0,1,positive
market,false,No,0,1,positive
conti,false,No,0,0,positive
whose,false,No,0,0,positive
fortun,false,No,0,0,positive
tend,false,No,0,0,positive
mirror,false,No,0,0,positive
those,false,No,0,0,positive
german,false,No,0,0,positive
industri,false,No,0,0,positive
said,false,No,0,0,positive
sale,false,No,0,0,positive
first,false,No,0,0,positive
half,false,No,0,0,positive
year,false,No,0,0,positive
increas,false,No,0,0,positive
billion,false,No,0,0,positive
mark,false,No,0,0,positive
from,false,No,0,0,positive
billion,false,No,0,0,positive
year,false,No,0,0,positive
earlier,false,No,0,0,positive
focu,false,No,0,0,positive
continent,false,No,0,0,positive
higher,false,No,0,0,positive
profit,false,No,0,0,positive
germani,false,No,0,0,positive
largest,false,No,0,0,positive
tyre,false,No,0,0,positive
maker,false,No,0,0,positive
continent,false,No,0,0,positive
tuesdai,false,No,0,0,positive
said,false,No,0,0,positive
profit,false,No,0,0,positive
more,false,No,0,0,positive
than,false,No,0,0,positive
doubl,false,No,0,0,positive
million,false,No,0,0,positive
mark,false,No,0,0,positive
million,false,No,0,0,positive
first,false,No,0,0,positive
half,false,No,0,0,positive
full,false,No,0,0,positive
year,false,No,0,0,positive
earn,false,No,0,0,positive
would,false,No,0,0,positive
clearli,false,No,0,0,positive
higher,false,No,0,0,positive
letter,false,No,1,0,positive
sharehold,false,No,1,0,positive
world,false,No,1,0,positive
fourth,false,No,1,0,positive
largest,false,No,1,0,positive
tyre,false,No,1,0,positive
maker,false,No,1,0,positive
said,false,No,1,0,positive
surg,false,No,1,0,positive
profit,false,No,1,0,positive
half,false,No,1,0,positive
year,false,No,1,0,positive
driven,false,No,1,0,positive
intern,false,No,1,0,positive
cost,false,No,1,0,positive
control,false,No,1,0,positive
measur,false,No,1,0,positive
increas,false,No,1,0,positive
product,false,No,1,0,positive
favour,false,No,1,0,positive
exchang,false,No,1,0,positive
rate,false,No,1,0,positive
environ,false,No,1,0,positive
increas,true,No,0,1,positive
profit,true,No,0,1,positive
half,true,No,0,1,positive
came,true,No,0,1,positive
despit,true,No,0,1,positive
insecur,true,No,0,1,positive
about,true,No,0,1,positive
germani,true,No,0,1,positive
weak,true,No,0,1,positive
economi,true,No,0,1,positive
profit,true,No,0,1,positive
improv,true,No,0,1,positive
area,true,No,0,1,positive
group,true,No,0,1,positive
activ,true,No,0,1,positive
said,true,No,0,1,positive
manag,false,No,0,1,positive
board,false,No,0,1,positive
chairman,false,No,0,1,positive
hubertu,false,No,0,1,positive
gruenberg,false,No,0,1,positive
forecast,false,No,0,1,positive
doubl,false,No,0,1,positive
profit,false,No,0,1,positive
group,false,No,0,1,positive
annual,false,No,0,1,positive
gener,false,No,0,1,positive
meet,false,No,0,1,positive
june,false,No,0,1,positive
todai,true,No,2,2,positive
announc,true,No,2,2,positive
product,true,No,2,2,positive
rate,true,No,2,2,positive
increas,true,No,2,2,positive
respons,true,No,2,2,positive
continu,true,No,2,2,positive
strong,true,No,2,2,positive
market,true,No,2,2,positive
demand,true,No,2,2,positive
employ,true,No,2,2,positive
increas,true,No,2,2,positive
reflect,true,No,2,2,positive
todai,true,No,2,2,positive
rate,true,No,2,2,positive
chang,true,No,2,2,positive
well,true,No,2,2,positive
staf,true,No,2,2,positive
requir,true,No,2,2,positive
product,true,No,2,2,positive
develop,true,No,2,2,positive
activ,true,No,2,2,positive
said,true,No,2,2,positive
presid,true,No,2,2,positive
chief,true,No,2,2,positive
execut,true,No,2,2,positive
phil,true,No,2,2,positive
condit,true,No,2,2,positive
boost,false,No,0,0,positive
product,false,No,0,0,positive
said,false,No,0,0,positive
mondai,false,No,0,0,positive
will,false,No,0,0,positive
increas,false,No,0,0,positive
product,false,No,0,0,positive
rate,false,No,0,0,positive
transport,false,No,0,0,positive
seven,false,No,0,0,positive
airplan,false,No,0,0,positive
month,false,No,0,0,positive
from,false,No,0,0,positive
five,false,No,0,0,positive
plane,false,No,0,0,positive
result,false,No,0,0,positive
expect,false,No,0,0,positive
worker,false,No,0,0,positive
year,false,No,0,0,positive
hike,true,No,0,0,positive
employe,true,No,0,0,positive
addit,true,No,0,0,positive
increas,true,No,0,0,positive
announc,true,No,0,0,positive
earlier,true,No,0,0,positive
year,true,No,0,0,positive
palestinian,false,No,0,2,positive
trade,false,No,0,2,positive
minist,false,No,0,2,positive
maher,false,No,0,2,positive
masri,false,No,0,2,positive
said,false,No,0,2,positive
tuesdai,false,No,0,2,positive
that,false,No,0,2,positive
israel,false,No,0,2,positive
financ,false,No,0,2,positive
minist,false,No,0,2,positive
meridor,false,No,0,2,positive
promis,false,No,0,2,positive
meet,false,No,0,2,positive
find,false,No,0,2,positive
crippl,false,No,0,2,positive
closur,false,No,0,2,positive
west,false,No,0,2,positive
bank,false,No,0,2,positive
gaza,false,No,0,2,positive
strip,false,No,0,2,positive
meridor,false,No,0,1,positive
said,false,No,0,1,positive
would,false,No,0,1,positive
studi,false,No,0,1,positive
closur,false,No,0,1,positive
which,false,No,0,1,positive
said,false,No,0,1,positive
harm,false,No,0,1,positive
palestinian,false,No,0,1,positive
masri,false,No,0,1,positive
told,false,No,0,1,positive
reuter,false,No,0,1,positive
after,false,No,0,1,positive
meet,false,No,0,1,positive
should,false,No,1,0,positive
provid,false,No,1,0,positive
some,false,No,1,0,positive
bullish,false,No,1,0,positive
trend,false,No,1,0,positive
investor,false,No,1,0,positive
come,false,No,1,0,positive
back,false,No,1,0,positive
malaysia,false,No,1,0,positive
view,true,Yes,0,3,positive
trade,true,Yes,0,3,positive
balanc,true,Yes,0,3,positive
perform,true,Yes,0,3,positive
